expiry,ttm_years,type,spot,strike,rfr,div_yield,iv,bid,ask,mid_mkt,bs_price,mc_price,mc_ci_lo,mc_ci_hi,cn_price,bs_vs_mkt,mc_vs_mkt,cn_vs_mkt,delta,gamma,vega,theta,rho,oi,volume
2026-02-20,0.00547945205479,put,682.849975586,643,0.0359299993515,0.0105,0.310553769531,0.1,0.11,0.105,0.0207973672622,0.0219094814009,0.0164523429537,0.0273666198481,0.0301911050275,-0.0842026327378,-0.0830905185991,-0.0748088949725,-0.0042282011399,0.000793121305929,0.00629309299385,-0.04865538986,-0.00015934380342,5121,529
2026-02-20,0.00547945205479,put,682.849975586,644,0.0359299993515,0.0105,0.307624111328,0.11,0.12,0.115,0.0236633045067,0.0247910517863,0.0190458965295,0.0305362070431,0.0354977844306,-0.0913366954933,-0.0902089482137,-0.0795022155694,-0.00480020661188,0.000896729528394,0.00704805964403,-0.0539731279157,-0.000180903247794,11073,345
2026-02-20,0.00547945205479,put,682.849975586,645,0.0359299993515,0.0105,0.304694453125,0.12,0.13,0.125,0.0269394939364,0.027911956716,0.0218549214543,0.0339689919777,0.0400790510771,-0.0980605060636,-0.097088043284,-0.0849209489229,-0.00545153578154,0.00101392845125,0.00789331774105,-0.0598642446254,-0.000205453181878,35648,10858
2026-02-20,0.00547945205479,put,682.849975586,646,0.0359299993515,0.0105,0.300788242187,0.13,0.14,0.135,0.0298317611698,0.0306177613298,0.024316587284,0.0369189353755,0.0429849546513,-0.10516823883,-0.10438223867,-0.0920150453487,-0.00605398617169,0.00112723085508,0.0086628631007,-0.064851229137,-0.000228153209354,26320,3157
2026-02-20,0.00547945205479,put,682.849975586,647,0.0359299993515,0.0105,0.29688203125,0.14,0.15,0.145,0.0330776836869,0.0336603062269,0.0270980618219,0.0402225506318,0.0451165163647,-0.111922316313,-0.111339693773,-0.0998834836353,-0.00673080831651,0.0012543591319,0.00951466575349,-0.070294858081,-0.000253655341276,2613,548
2026-02-20,0.00547945205479,put,682.849975586,648,0.0359299993515,0.0105,0.295417202148,0.15,0.17,0.16,0.0393415633352,0.0395536190793,0.0324596315312,0.0466476066274,0.0493286029861,-0.120658436665,-0.120446380921,-0.110671397014,-0.00791441024162,0.00145409100215,0.0109752670272,-0.0806766661761,-0.000298284734444,18483,635
2026-02-20,0.00547945205479,put,682.849975586,649,0.0359299993515,0.0105,0.291022714844,0.17,0.18,0.175,0.0431205604238,0.0432153437928,0.0358631773506,0.050567510235,0.0530860456216,-0.131879439576,-0.131784656207,-0.121913954378,-0.00871841971641,0.00160694057322,0.011948528717,-0.0865133081186,-0.000328574972653,18372,828
2026-02-20,0.00547945205479,put,682.849975586,650,0.0359299993515,0.0105,0.288581333008,0.19,0.2,0.195,0.0499280109944,0.0498658867109,0.0420126270448,0.0577191463771,0.0664625382315,-0.145071989006,-0.145134113289,-0.128537461769,-0.0100300769464,0.00183191458512,0.0135070710139,-0.0969651182289,-0.00037802552378,72724,32453
2026-02-20,0.00547945205479,put,682.849975586,651,0.0359299993515,0.0105,0.283210292969,0.2,0.21,0.205,0.0534511726543,0.0531753125798,0.0451319075903,0.0612187175693,0.0737991010171,-0.151548827346,-0.15182468742,-0.131200898983,-0.0108497286079,0.00199893180765,0.0144642107014,-0.10188889629,-0.000408887018503,11693,1174
2026-02-20,0.00547945205479,put,682.849975586,652,0.0359299993515,0.0105,0.280280634766,0.22,0.23,0.225,0.0612020387146,0.0604704780649,0.0519203934217,0.0690205627081,0.0833237492251,-0.163797961285,-0.164529521935,-0.141676250775,-0.0123717712072,0.00226369851528,0.0162106118111,-0.112993402584,-0.00046626113455,21210,1368
2026-02-20,0.00547945205479,put,682.849975586,653,0.0359299993515,0.0105,0.278815805664,0.25,0.26,0.255,0.0728028395381,0.0714990978967,0.0622069149277,0.0807912808657,0.0944887793397,-0.182197160462,-0.183500902103,-0.16051122066,-0.0145247108835,0.00261371203366,0.0186192787865,-0.129085550704,-0.00054745212667,25712,14489
2026-02-20,0.00547945205479,put,682.849975586,654,0.0359299993515,0.0105,0.274665456543,0.27,0.28,0.275,0.0808446652567,0.0791581943708,0.0694359169304,0.0888804718112,0.0991563912119,-0.194155334743,-0.195841805629,-0.175843608788,-0.0161682469804,0.00290904790099,0.0204146831469,-0.139403044127,-0.000609388039514,11233,1899
2026-02-20,0.00547945205479,put,682.849975586,655,0.0359299993515,0.0105,0.271979936523,0.3,0.31,0.305,0.0932325892048,0.0911525680571,0.0807532556757,0.101551880439,0.105663291441,-0.211767410795,-0.213847431943,-0.199336708559,-0.0185224421628,0.00329946904875,0.0229281310034,-0.155009407552,-0.000698152425635,45528,10200
2026-02-20,0.00547945205479,put,682.849975586,656,0.0359299993515,0.0105,0.268806140137,0.33,0.34,0.335,0.106272647154,0.10400613358,0.0929484156634,0.115063851496,0.121453889443,-0.228727352846,-0.23099386642,-0.213546110557,-0.0210270327514,0.00371790065924,0.0255343433473,-0.170583884548,-0.000792579805376,16992,6425
2026-02-20,0.00547945205479,put,682.849975586,657,0.0359299993515,0.0105,0.266608896484,0.37,0.38,0.375,0.124006875594,0.121259830963,0.109329669833,0.133189992093,0.15098838659,-0.250993124406,-0.253740169037,-0.22401161341,-0.0242823563742,0.00423215803939,0.0288286457773,-0.190981895846,-0.000915354155228,24752,869
2026-02-20,0.00547945205479,put,682.849975586,658,0.0359299993515,0.0105,0.263923376465,0.41,0.42,0.415,0.143010279549,0.140023621117,0.127232135301,0.152815106932,0.176890203684,-0.271989720451,-0.274976378883,-0.238109796316,-0.027783646296,0.00478513027267,0.032267056684,-0.21156487909,-0.00104740123148,52734,14142
2026-02-20,0.00547945205479,put,682.849975586,659,0.0359299993515,0.0105,0.261970270996,0.45,0.47,0.46,0.167564518167,0.164690492571,0.150831780781,0.178549204361,0.203181731196,-0.292435481833,-0.295309507429,-0.256818268804,-0.0321401418946,0.0054398623596,0.0364105842909,-0.236916703869,-0.00121175121239,24283,2137
2026-02-20,0.00547945205479,put,682.849975586,660,0.0359299993515,0.0105,0.259284750977,0.5,0.52,0.51,0.193097372999,0.190142648203,0.175266441352,0.205018855055,0.224738249671,-0.316902627001,-0.319857351797,-0.285261750329,-0.0367114697311,0.00613088820163,0.0406151536193,-0.261506693498,-0.00138419307302,78082,23972
2026-02-20,0.00547945205479,put,682.849975586,661,0.0359299993515,0.0105,0.255988885498,0.56,0.57,0.565,0.219722850564,0.216651374075,0.200799930839,0.232502817311,0.241376226762,-0.345277149436,-0.348348625925,-0.323623773238,-0.0415391342963,0.00686690028853,0.0449127428414,-0.28543122121,-0.00156628601045,23227,2237
2026-02-20,0.00547945205479,put,682.849975586,662,0.0359299993515,0.0105,0.254157849121,0.63,0.64,0.635,0.257478559538,0.254306780001,0.23709783362,0.271515726382,0.262426937505,-0.377521440462,-0.380693219999,-0.372573062495,-0.0479468041299,0.00776349491713,0.050413694715,-0.318019490477,-0.00180810699118,33085,3542
2026-02-20,0.00547945205479,put,682.849975586,663,0.0359299993515,0.0105,0.251716467285,0.69,0.71,0.7,0.29778359058,0.294931770174,0.27639298293,0.313470557418,0.313371814398,-0.40221640942,-0.405068229826,-0.386628185602,-0.0547931464049,0.00871693688875,0.0560613120018,-0.350152788029,-0.00206648122057,14108,2648
2026-02-20,0.00547945205479,put,682.849975586,664,0.0359299993515,0.0105,0.249519223633,0.77,0.79,0.78,0.345653297051,0.342418775094,0.322392694906,0.362444855282,0.38216382234,-0.434346702949,-0.437581224906,-0.39783617766,-0.0627139449371,0.00977691574919,0.0623294953797,-0.385792541039,-0.0023654722776,3769,2192
2026-02-20,0.00547945205479,put,682.849975586,665,0.0359299993515,0.0105,0.246467496338,0.86,0.87,0.865,0.394846349763,0.391072125343,0.369658337774,0.412485912912,0.441771175484,-0.470153650237,-0.473927874657,-0.423228824516,-0.0709645762895,0.0108913583965,0.0685850454062,-0.419184603055,-0.0026768770157,47051,21373
2026-02-20,0.00547945205479,put,682.849975586,666,0.0359299993515,0.0105,0.244392321777,0.95,0.97,0.96,0.458400656652,0.454286507995,0.431146069309,0.477426946681,0.504055141996,-0.501599343348,-0.505713492005,-0.455944858004,-0.0810713980582,0.0121559576771,0.0759039652663,-0.459856561745,-0.00305852070364,4109,1895
2026-02-20,0.00547945205479,put,682.849975586,667,0.0359299993515,0.0105,0.242195078125,1.06,1.08,1.07,0.53032442946,0.525709833266,0.500756419754,0.550663246777,0.56213992854,-0.53967557054,-0.544290166734,-0.50786007146,-0.0922986973772,0.0135150616588,0.0836317283743,-0.501936510034,-0.00348254727014,16117,4482
2026-02-20,0.00547945205479,put,682.849975586,668,0.0359299993515,0.0105,0.239265419922,1.17,1.19,1.18,0.605925776869,0.600485622451,0.573796572116,0.627174672787,0.61040708819,-0.574074223131,-0.579514377549,-0.56959291181,-0.104164598086,0.0149480816275,0.0913804147135,-0.541589055547,-0.00393066953628,5182,1433
2026-02-20,0.00547945205479,put,682.849975586,669,0.0359299993515,0.0105,0.236946107178,1.3,1.32,1.31,0.698063291913,0.691848226581,0.663146939251,0.720549513911,0.660141952206,-0.611936708087,-0.618151773419,-0.649858047794,-0.118002743818,0.0165051760398,0.0999211598209,-0.58621554955,-0.00445349227547,6146,2718
2026-02-20,0.00547945205479,put,682.849975586,670,0.0359299993515,0.0105,0.233772310791,1.43,1.45,1.44,0.79376015392,0.786538077016,0.755945876689,0.817130277343,0.788361466252,-0.64623984608,-0.653461922984,-0.651638533748,-0.13251786885,0.0181410241089,0.108353413571,-0.626868022968,-0.00500184020071,87997,47056
2026-02-20,0.00547945205479,put,682.849975586,671,0.0359299993515,0.0105,0.231086790771,1.58,1.6,1.59,0.907997729331,0.899924081062,0.867190230512,0.932657931611,0.937482906689,-0.682002270669,-0.690075918938,-0.652517093311,-0.149139016636,0.0198841106925,0.117400249835,-0.671056503967,-0.00563000392319,6594,2041
2026-02-20,0.00547945205479,put,682.849975586,672,0.0359299993515,0.0105,0.228645408936,1.74,1.77,1.755,1.04060934539,1.03170516599,0.996638873971,1.06677145801,1.08397131157,-0.714390654613,-0.723294834008,-0.671028688433,-0.16775599135,0.0217089879857,0.126820596443,-0.716840251479,-0.00633385117495,8853,6451
2026-02-20,0.00547945205479,put,682.849975586,673,0.0359299993515,0.0105,0.225227474365,1.92,1.94,1.93,1.17740904137,1.16768501958,1.13046323992,1.20490679924,1.21225946221,-0.752590958633,-0.762314980419,-0.717740537795,-0.187205399888,0.0236190243957,0.135916145338,-0.756279054677,-0.00706907461833,4358,2935
2026-02-20,0.00547945205479,put,682.849975586,674,0.0359299993515,0.0105,0.222664023437,2.11,2.14,2.125,1.34414252864,1.33299825057,1.29324814535,1.3727483558,1.34543542519,-0.780857471364,-0.792001749426,-0.779564574808,-0.209489189772,0.0255693587964,0.14546470056,-0.799645124314,-0.00791199072053,5910,5448
2026-02-20,0.00547945205479,put,682.849975586,675,0.0359299993515,0.0105,0.219490227051,2.33,2.35,2.34,1.5225322068,1.51105306705,1.46885972063,1.55324641346,1.46357788711,-0.817467793197,-0.828946932954,-0.87642211289,-0.233185692944,0.0275791062725,0.154661815461,-0.837425240244,-0.00880840421594,61006,35085
2026-02-20,0.00547945205479,put,682.849975586,676,0.0359299993515,0.0105,0.216438499756,2.55,2.58,2.565,1.7250021916,1.71429773551,1.66952431241,1.75907115862,1.57665877967,-0.839997808401,-0.850702264489,-0.988341220331,-0.259126704916,0.0295964321395,0.163667181097,-0.873099219435,-0.00979011870231,5003,4622
2026-02-20,0.00547945205479,put,682.849975586,677,0.0359299993515,0.0105,0.213264703369,2.8,2.83,2.815,1.94990517748,1.94002717097,1.89261739463,1.9874369473,1.88431594915,-0.865094822521,-0.874972829033,-0.930684050854,-0.287131911859,0.0316047488605,0.172210272626,-0.904307071998,-0.0108502972154,9735,10986
2026-02-20,0.00547945205479,put,682.849975586,678,0.0359299993515,0.0105,0.209541596069,3.07,3.09,3.08,2.1915800833,2.18335343389,2.13340557074,2.23330129703,2.18208031739,-0.888419916703,-0.896646566114,-0.897919682606,-0.316919966187,0.033625066113,0.180020151206,-0.927749542768,-0.0119781025346,13012,9970
2026-02-20,0.00547945205479,put,682.849975586,679,0.0359299993515,0.0105,0.206062626953,3.36,3.38,3.37,2.46612746146,2.45863241689,2.40599337127,2.51127146252,2.47867643873,-0.903872538536,-0.911367583106,-0.891323561272,-0.349196704529,0.0355301276721,0.187061205054,-0.946802288654,-0.0132008267739,4306,5369
2026-02-20,0.00547945205479,put,682.849975586,680,0.0359299993515,0.0105,0.202766761475,3.68,3.7,3.69,2.77543474137,2.76851986024,2.71307822269,2.82396149779,2.7731428065,-0.914565258627,-0.921480139764,-0.9168571935,-0.383807591287,0.0372598465151,0.193030330392,-0.95997051921,-0.0145127911825,41323,32777
2026-02-20,0.00547945205479,put,682.849975586,681,0.0359299993515,0.0105,0.199104688721,4.01,4.04,4.025,3.11147573025,3.10534562697,3.04719217686,3.16349907708,3.05452847274,-0.91352426975,-0.919654373033,-0.970471527264,-0.420367270885,0.038845988308,0.197612944851,-0.963336335978,-0.0158991373365,7923,17147
2026-02-20,0.00547945205479,put,682.849975586,682,0.0359299993515,0.0105,0.195442615967,4.38,4.41,4.395,3.4837196829,3.4782721877,3.41740023755,3.53914413784,3.32917197905,-0.911280317102,-0.916727812303,-1.06582802095,-0.458971989658,0.0401670687006,0.200575153708,-0.957844795134,-0.017363985294,5954,9899
2026-02-23,0.013698630137,call,682.849975586,684,0.0359299993515,0.0105,0.164070859375,5.15,5.18,5.165,4.79070932348,4.78306141954,4.69919930847,4.86692353061,4.70681017636,-0.374290676517,-0.381938580458,-0.458189823641,0.476054542856,0.0303650151975,0.3182238253,-0.544289269504,0.0438744004991,1187,3324
2026-02-23,0.013698630137,call,682.849975586,685,0.0359299993515,0.0105,0.160897062988,4.58,4.62,4.6,4.23731843906,4.22929186564,4.15102349859,4.30756023268,4.21142218459,-0.362681560941,-0.370708134365,-0.388577815406,0.444652753903,0.0307212466394,0.315729155424,-0.5287361775,0.041012849823,796,6144
2026-02-23,0.013698630137,call,682.849975586,686,0.0359299993515,0.0105,0.157479128418,4.05,4.08,4.065,3.70905496993,3.70023060796,3.62768615229,3.77277506363,3.71291903431,-0.355945030068,-0.364769392039,-0.352080965691,0.412257529415,0.0309241954851,0.311063567697,-0.509108233294,0.0380549299899,1385,1134
2026-02-23,0.013698630137,call,682.849975586,687,0.0359299993515,0.0105,0.154244297485,3.55,3.58,3.565,3.22083639071,3.21170918573,3.14477321411,3.27864515735,3.22515699706,-0.344163609288,-0.353290814267,-0.339843002938,0.379250090722,0.0308650992376,0.30409167501,-0.486769836478,0.0350342573699,884,985
2026-02-23,0.013698630137,call,682.849975586,688,0.0359299993515,0.0105,0.150582224731,3.07,3.1,3.085,2.7555863499,2.74637488716,2.68523296821,2.80751680611,2.73021871716,-0.329413650096,-0.338625112839,-0.354781282839,0.345359205436,0.0306236533286,0.294549605403,-0.459698557033,0.0319277998151,957,1763
2026-02-23,0.013698630137,call,682.849975586,689,0.0359299993515,0.0105,0.147164290161,2.63,2.66,2.645,2.33488539819,2.32426971576,2.26870861439,2.37983081713,2.24883921825,-0.310114601808,-0.32073028424,-0.396160781752,0.311416419064,0.0300523973584,0.282494045999,-0.430316150922,0.0288103847612,1081,1046
2026-02-23,0.013698630137,call,682.849975586,690,0.0359299993515,0.0105,0.143136010132,2.22,2.24,2.23,1.93589898682,1.92445535907,1.87469170865,1.97421900948,1.80912804257,-0.294101013178,-0.305544640935,-0.420871957428,0.276684202007,0.0292535015153,0.267457327193,-0.395800430722,0.0256161509039,1264,3024
2026-02-23,0.013698630137,call,682.849975586,691,0.0359299993515,0.0105,0.13959600647,1.84,1.87,1.855,1.58986738952,1.57786200455,1.53349148234,1.62223252676,1.54669065273,-0.265132610475,-0.277137995445,-0.308309347268,0.242964207408,0.0280487293829,0.250100133143,-0.360532315905,0.0225093473572,764,613
2026-02-23,0.013698630137,call,682.849975586,692,0.0359299993515,0.0105,0.135750830078,1.5,1.53,1.515,1.27620098723,1.26556951192,1.22657292085,1.304566103,1.29144924211,-0.238799012766,-0.249430488077,-0.223550757888,0.209545147064,0.0265283469354,0.230027849213,-0.32210819764,0.0194262599411,1094,1840
2026-02-23,0.013698630137,call,682.849975586,693,0.0359299993515,0.0105,0.131539446411,1.2,1.22,1.21,0.99538058924,0.986907498913,0.953244027996,1.02057096983,1.04491765084,-0.21461941076,-0.223092501087,-0.16508234916,0.176663180489,0.0246660940368,0.207245032172,-0.280915734946,0.0163889134102,1262,2652
2026-02-23,0.013698630137,call,682.849975586,694,0.0359299993515,0.0105,0.127755304565,0.94,0.96,0.95,0.76388750142,0.756900027988,0.728078677378,0.785721378598,0.824365378073,-0.18611249858,-0.193099972012,-0.125634621927,0.146279503555,0.022453774414,0.183229768575,-0.240969800225,0.0135785024561,1493,1186
2026-02-23,0.013698630137,call,682.849975586,695,0.0359299993515,0.0105,0.123543920898,0.71,0.73,0.72,0.56370386351,0.558703033946,0.534607792222,0.58279827567,0.614419966524,-0.15629613649,-0.161296966054,-0.105580033476,0.117323320912,0.0199384976399,0.157340870254,-0.199911247019,0.0108973319119,1583,3848
2026-02-23,0.013698630137,call,682.849975586,696,0.0359299993515,0.0105,0.119515640869,0.53,0.54,0.535,0.403996783162,0.400462965352,0.380638473387,0.420287457318,0.426444944602,-0.131003216838,-0.134537034648,-0.108555055398,0.091464607015,0.0172051683255,0.13134435338,-0.161288705446,0.00850035724439,1923,1134
2026-02-23,0.013698630137,call,682.849975586,697,0.0359299993515,0.0105,0.115731499023,0.38,0.39,0.385,0.281049183233,0.278384609693,0.26232504802,0.294444171365,0.279278653594,-0.103950816767,-0.106615390307,-0.105721346406,0.0692001659302,0.014387978242,0.106360185746,-0.126356769096,0.00643455923737,1810,5908
2026-02-23,0.013698630137,call,682.849975586,698,0.0359299993515,0.0105,0.112679771729,0.27,0.28,0.275,0.19353884668,0.191215490708,0.178234632795,0.204196348621,0.221988724122,-0.0814611533196,-0.0837845092921,-0.0530112758782,0.0514481799998,0.0117155075257,0.0843208162845,-0.0974410987474,0.00478600679591,1323,3307
2026-02-23,0.013698630137,call,682.849975586,699,0.0359299993515,0.0105,0.109139768066,0.18,0.19,0.185,0.125094026785,0.123067042874,0.112923195507,0.133210890241,0.168853341869,-0.0599059732149,-0.0619329571259,-0.016146658131,0.0362184180671,0.00911035334914,0.0635105661901,-0.071026061771,0.00337077422823,770,1708
2026-02-23,0.013698630137,call,682.849975586,700,0.0359299993515,0.0105,0.10669838623,0.12,0.13,0.125,0.0818649353532,0.0801246490562,0.0720722752581,0.0881770228542,0.129688097114,-0.0431350646468,-0.0448753509438,0.00468809711395,0.0254557069568,0.00695808687801,0.0474215160668,-0.0518009889389,0.00236994026556,2570,4113
2026-02-23,0.013698630137,put,682.849975586,630,0.0359299993515,0.0105,0.286628227539,0.11,0.12,0.115,0.0577690341343,0.058081013329,0.0476306179799,0.0685314086781,0.0681217830788,-0.0572309658657,-0.056918986671,-0.0468782169212,-0.00758160512532,0.000912671693578,0.0167094161586,-0.0475275218266,-0.000717105192995,619,185
2026-02-23,0.013698630137,put,682.849975586,635,0.0359299993515,0.0105,0.270515107422,0.14,0.15,0.145,0.075064867821,0.0748135119768,0.0632859339954,0.0863410899582,0.0808488623795,-0.069935132179,-0.0701864880232,-0.0641511376205,-0.0101303332537,0.00124674140695,0.0215424773,-0.0577863157584,-0.000957885299014,1305,596
2026-02-23,0.013698630137,put,682.849975586,640,0.0359299993515,0.0105,0.256599230957,0.19,0.2,0.195,0.105742405142,0.103757663705,0.0904361683241,0.117079159085,0.119756852678,-0.0892575948578,-0.0912423362953,-0.0752431473218,-0.0144607119711,0.00178934358859,0.0293276205266,-0.0745560712711,-0.00136715605775,1433,1043
2026-02-23,0.013698630137,put,682.849975586,645,0.0359299993515,0.0105,0.244148183594,0.27,0.28,0.275,0.157628814775,0.154248360217,0.138290969449,0.170205750986,0.179550211572,-0.117371185225,-0.120751639783,-0.0954497884276,-0.0215813289322,0.00264644931773,0.0412709831901,-0.0997201073982,-0.00204033407523,624,1038
2026-02-23,0.013698630137,put,682.849975586,650,0.0359299993515,0.0105,0.232917827148,0.4,0.41,0.405,0.245579742209,0.241499380971,0.221771951946,0.261226809996,0.265194571172,-0.159420257791,-0.163500619029,-0.139805428828,-0.033251120497,0.00397951626822,0.0592053224479,-0.13629365413,-0.00314398720025,3703,55227
2026-02-23,0.013698630137,put,682.849975586,655,0.0359299993515,0.0105,0.222297816162,0.6,0.61,0.605,0.39127575341,0.387272112726,0.362427312379,0.412116913073,0.395538204647,-0.21372424659,-0.217727887274,-0.209461795353,-0.0518794686905,0.00597797462862,0.0848822728737,-0.186184756723,-0.00490646160029,4626,3274
2026-02-23,0.013698630137,put,682.849975586,660,0.0359299993515,0.0105,0.212776427002,0.91,0.93,0.92,0.639364130976,0.633620405616,0.601753479207,0.665487332025,0.666063484868,-0.280635869024,-0.286379594384,-0.253936515132,-0.0817794013844,0.00888836988007,0.120801789331,-0.253084138244,-0.00773731868079,1325,4257
2026-02-23,0.013698630137,put,682.849975586,661,0.0359299993515,0.0105,0.2113115979,1,1.02,1.01,0.710723265267,0.704505940958,0.670844152352,0.738167729565,0.720722224353,-0.299276734733,-0.305494059042,-0.289277775647,-0.0898835086317,0.00960593631604,0.129655449004,-0.269630830842,-0.00850516095068,427,1150
2026-02-23,0.013698630137,put,682.849975586,662,0.0359299993515,0.0105,0.208870216064,1.09,1.1,1.095,0.775940687217,0.7690195282,0.733881079181,0.804157977218,0.759668357515,-0.319059312783,-0.3259804718,-0.335331642485,-0.0976552858927,0.0103317983083,0.137841557558,-0.283187626698,-0.00924107538013,211,444
2026-02-23,0.013698630137,put,682.849975586,663,0.0359299993515,0.0105,0.207161248779,1.18,1.2,1.19,0.85816918631,0.850398647216,0.813406792514,0.887390501918,0.852241106573,-0.33183081369,-0.339601352784,-0.337758893427,-0.106886423604,0.0111244350468,0.147202173043,-0.299776261706,-0.0101158302651,488,589
2026-02-23,0.013698630137,put,682.849975586,664,0.0359299993515,0.0105,0.205452281494,1.28,1.31,1.295,0.948625821815,0.940168579507,0.901240605447,0.979096553566,0.968252263204,-0.346374178185,-0.354831420493,-0.326747736796,-0.116881228008,0.011957522534,0.15692058288,-0.316742912253,-0.0110631465087,351,418
