S,t=0,t=0.014,t=0.028,t=0.042,t=0.05599999999999999,t=0.06999999999999999,t=0.08399999999999999,t=0.09799999999999999,t=0.112,t=0.126,t=0.14,t=0.154,t=0.168,t=0.182,t=0.196,t=0.21,t=0.224,t=0.238,t=0.252,t=0.266,t=0.28,t=0.294,t=0.3079999999999999,t=0.322,t=0.336,t=0.35,t=0.364,t=0.3779999999999999,t=0.392,t=0.406,t=0.4199999999999999,t=0.4339999999999999,t=0.448,t=0.462,t=0.476,t=0.4899999999999999,t=0.504,t=0.5179999999999999,t=0.5319999999999999,t=0.5459999999999999,t=0.5599999999999999,t=0.574,t=0.588,t=0.602,t=0.6159999999999999,t=0.6299999999999999,t=0.6439999999999999,t=0.6579999999999999,t=0.6719999999999999,t=0.6859999999999999,t=0.7,t=0.714,t=0.728,t=0.7419999999999999,t=0.7559999999999999,t=0.7699999999999999,t=0.7839999999999999,t=0.7979999999999999,t=0.8119999999999999,t=0.826,t=0.8399999999999999,t=0.8539999999999999,t=0.8679999999999999,t=0.8819999999999999,t=0.8959999999999999,t=0.9099999999999999,t=0.9239999999999999,t=0.9379999999999999,t=0.952,t=0.9659999999999999,t=0.9799999999999999,t=0.9939999999999999,t=1.008,t=1.022,t=1.036,t=1.05,t=1.064,t=1.078,t=1.092,t=1.106,t=1.12,t=1.134,t=1.148,t=1.162,t=1.176,t=1.19,t=1.204,t=1.218,t=1.232,t=1.246,t=1.26,t=1.274,t=1.288,t=1.302,t=1.316,t=1.33,t=1.344,t=1.358,t=1.372,t=1.386,t=1.4
0,136.1343713521746,136.1724943131186,136.2106279499863,136.2487722657673,136.2869272634522,136.3250929460321,136.3632693164994,136.4014563778472,136.4396541330691,136.4778625851601,136.5160817371155,136.5543115919318,136.5925521526062,136.6308034221367,136.6690654035224,136.7073380997628,136.7456215138586,136.7839156488111,136.8222205076228,136.8605360932966,136.8988624088365,136.9371994572473,136.9755472415345,137.0139057647048,137.0522750297654,137.0906550397243,137.1290457975907,137.1674473063744,137.205859569086,137.2442825887371,137.28271636834,137.3211609109079,137.3596162194549,137.3980822969959,137.4365591465466,137.4750467711236,137.5135451737444,137.5520543574272,137.5905743251911,137.6291050800561,137.667646625043,137.7061989631734,137.74476209747,137.783336030956,137.8219207666556,137.8605163075938,137.8991226567965,137.9377398172906,137.9763677921036,138.0150065842638,138.0536561968007,138.0923166327442,138.1309878951255,138.1696699869762,138.2083629113292,138.2470666712179,138.2857812696767,138.3245067097408,138.3632429944463,138.4019901268302,138.4407481099301,138.4795169467847,138.5182966404336,138.5570871939169,138.595888610276,138.6347008925528,138.6735240437903,138.7123580670321,138.7512029653228,138.790058741708,138.8289253992338,138.8678029409474,138.9066913698969,138.945590689131,138.9845009016995,139.0234220106529,139.0623540190427,139.1012969299211,139.1402507463413,139.1792154713572,139.2181911080237,139.2571776593964,139.296175128532,139.3351835184877,139.3742028323219,139.4132330730936,139.4522742438629,139.4913263476906,139.5303893876383,139.5694633667687,139.608548288145,139.6476441548316,139.6867509698936,139.7258687363969,139.7649974574084,139.8041371359957,139.8432877752275,139.8824493781731,139.9216219479028,139.9608054874878,140
0.8333333333333334,135.3010432330964,135.33916619619,135.3772998352173,135.4154441531683,135.4535991530334,135.4917648378041,135.5299412104726,135.5681282740319,135.606326031476,135.6445344857997,135.6827536399986,135.7209834970691,135.7592240600084,135.7974753318146,135.8357373154869,135.8740100140248,135.9122934304291,135.9505875677013,135.9888924288435,136.0272080168592,136.065534334752,136.103871385527,136.1422191721899,136.1805776977471,136.218946965206,136.2573269775748,136.2957177378626,136.3341192490793,136.3725315142355,136.410954536343,136.4493883184141,136.487832863462,136.5262881745009,136.5647542545457,136.6032311066123,136.6417187337173,136.680217138878,136.7187263251131,136.7572462954415,136.7957770528833,136.8343186004594,136.8728709411915,136.9114340781022,136.9500080142148,136.9885927525537,137.0271882961439,137.0657946480114,137.1044118111831,137.1430397886865,137.1816785835501,137.2203281988033,137.2589886374763,137.2976599026001,137.3363419972066,137.3750349243286,137.4137386869996,137.4524532882542,137.4911787311275,137.5299150186557,137.5686621538758,137.6074201398257,137.6461889795441,137.6849686760704,137.7237592324452,137.7625606517095,137.8013729369057,137.8401960910766,137.8790301172659,137.9178750185183,137.9567307978795,137.9955974583956,138.034475003114,138.0733634350828,138.1122627573508,138.1511729729678,138.1900940849844,138.2290260964521,138.2679690104234,138.3069228299514,138.34588755809,138.3848631978944,138.4238497524201,138.4628472247239,138.5018556178632,138.5408749348963,138.5799051788825,138.6189463528818,138.657998459955,138.697061503164,138.7361354855713,138.7752204102405,138.8143162802359,138.8534230986227,138.8925408684669,138.9316695928354,138.9708092747962,139.0099599174177,139.0491215237694,139.0882940969218,139.1274748965073,139.1666666666667
1.666666666666667,134.4677099925732,134.5058329553017,134.5439665939548,134.5821109115223,134.6202659109945,134.6584315953628,134.6966079676195,134.7347950307576,134.7729927877708,134.811201241654,134.8494203954025,134.8876502520129,134.9258908144823,134.9641420858087,135.0024040689912,135.0406767670292,135.0789601829235,135.1172543196755,135.1555591802874,135.1938747677623,135.2322010851041,135.2705381353177,135.3088859214085,135.3472444463831,135.3856137132488,135.4239937250137,135.4623844846868,135.5007859952779,135.5391982597976,135.5776212812575,135.61605506267,135.6544996070482,135.6929549174061,135.7314209967586,135.7698978481215,135.8083854745113,135.8468838789455,135.8853930644423,135.9239130340207,135.9624437907008,136.0009853375033,136.0395376774499,136.078100813563,136.116674748866,136.1552594863831,136.1938550291393,136.2324613801604,136.2710785424731,136.3097065191051,136.3483453130848,136.3869949274413,136.4256553652048,136.4643266294063,136.5030087230776,136.5417016492513,136.5804054109609,136.6191200112407,136.657845453126,136.6965817396528,136.735328873858,136.7740868587793,136.8128556974554,136.8516353929257,136.8904259482304,136.9292273664107,136.9680396505088,137.0068628035673,137.0456968286299,137.0845417287414,137.1233975069469,137.1622641662929,137.2011417098264,137.2400301405953,137.2789294616485,137.3178396760357,137.3567607868074,137.3956927970149,137.4346357097105,137.4735895279473,137.5125542547792,137.551529893261,137.5905164464483,137.6295139173977,137.6685223091665,137.7075416248129,137.746571867396,137.7856130399757,137.8246651456128,137.8637281873689,137.9028021683066,137.941887091489,137.9809829599807,138.0200897768464,138.0592075451522,138.0983362679648,138.1374759483519,138.176626589382,138.2157881941243,138.2549607656492,138.2941415637964,138.3333333333333
2.5,133.6343766634261,133.6724996261119,133.710633264722,133.748777582246,133.7869325816743,133.8250982659984,133.8632746382104,133.9014617013033,133.9396594582709,133.9778679121082,134.0160870658105,134.0543169223741,134.0925574847964,134.1308087560755,134.1690707392101,134.2073434372001,134.245626853046,134.2839209897492,134.322225850312,134.3605414377376,134.3988677550297,134.4372048051933,134.4755525912339,134.513911116158,134.552280382973,134.5906603946869,134.6290511543087,134.6674526648484,134.7058649293164,134.7442879507244,134.7827217320849,134.8211662764108,134.8596215867163,134.8980876660164,134.9365645173267,134.9750521436638,135.0135505480452,135.0520597334891,135.0905797030146,135.1291104596417,135.1676520063913,135.2062043462849,135.2447674823451,135.2833414175951,135.3219261550593,135.3605216977627,135.3991280487311,135.4377452109913,135.4763731875708,135.5150119814982,135.5536615958026,135.5923220335142,135.630993297664,135.6696753912838,135.7083683174063,135.747072079065,135.7857866792943,135.8245121211294,135.8632484076063,135.9019955417621,135.9407535266345,135.979522365262,136.0183020606842,136.0570926159414,136.0958940340749,136.1347063181265,136.1735294711392,136.2123634961568,136.2512083962237,136.2900641743855,136.3289308336886,136.3678083771799,136.4066968079074,136.4455961289202,136.4845063432678,136.5234274540009,136.5623594641708,136.6013023768297,136.6402561950309,136.6792209218283,136.7181965602768,136.757183113432,136.7961805843506,136.8351889760898,136.8742082917079,136.9132385342642,136.9522797068184,136.9913318124316,137.0303948541653,137.0694688350821,137.1085537582454,137.1476496267196,137.1867564435696,137.2258742118616,137.2650029346622,137.3041426150392,137.3432932560613,137.3824548607977,137.4216274323187,137.4608082304636,137.5
3.333333333333333,132.8010433303771,132.8391662930583,132.8772999316637,132.915444249183,132.9535992486067,132.991764932926,133.0299413051333,133.0681283682216,133.1063261251846,133.1445345790172,133.1827537327148,133.2209835892738,133.2592241516915,133.2974754229659,133.3357374060959,133.3740101040813,133.4122935199226,133.4505876566212,133.4888925171794,133.5272081046003,133.5655344218879,133.6038714720469,133.642219258083,133.6805777830027,133.7189470498131,133.7573270615225,133.79571782114,133.8341193316752,133.8725315961389,133.9109546175426,133.9493883988987,133.9878329432204,134.0262882535218,134.0647543328176,134.1032311841238,134.1417188104568,134.180217214834,134.2187264002739,134.2572463697954,134.2957771264186,134.3343186731643,134.372871013054,134.4114341491104,134.4500080843568,134.4885928218173,134.527188364517,134.5657947154818,134.6044118777385,134.6430398543146,134.6816786482385,134.7203282625396,134.758988700248,134.7976599643946,134.8363420580114,134.8750349841308,134.9137387457866,134.952453346013,134.9911787878453,135.0299150743195,135.0686622084725,135.1074201933423,135.1461890319673,135.1849687273871,135.2237592826419,135.262560700773,135.3013729848224,135.3401961378331,135.3790301628486,135.4178750629137,135.4567308410737,135.4955975003749,135.5344750438645,135.5733634745905,135.6122627956017,135.6511730099479,135.6900941206795,135.7290261308482,135.7679690435059,135.806922861706,135.8458875885024,135.8848632269499,135.9238497801042,135.962847251022,136.0018556427604,136.040874958378,136.0799052009336,136.1189463734873,136.1579984791001,136.1970615208334,136.2361355017499,136.275220424913,136.3143162933869,136.3534231102367,136.3925408785285,136.431669601329,136.4708092817059,136.5099599227278,136.5491215274642,136.5882940989853,136.6274748971303,136.6666666666667
4.166666666666667,131.9677099970689,132.0058329597497,132.0439665983546,132.0821109158733,132.1202659152964,132.1584315996152,132.196607971822,132.2347950349097,132.2729927918722,132.3112012457042,132.3494203994013,132.3876502559598,132.4258908183769,132.4641420896508,132.5024040727803,132.5406767707651,132.5789601866059,132.6172543233041,132.6555591838618,132.6938747712823,132.7322010885694,132.770538138728,132.8088859247636,132.8472444496828,132.8856137164928,132.9239937282018,132.9623844878187,133.0007859983535,133.0391982628167,133.0776212842201,133.1160550655758,133.154499609897,133.192954920198,133.2314209994934,133.2698978507992,133.3083854771318,133.3468838815087,133.3853930669482,133.4239130364694,133.4624437930922,133.5009853398375,133.5395376797269,133.578100815783,133.6166747510291,133.6552594884893,133.6938550311887,133.7324613821533,133.7710785444097,133.8097065209855,133.8483453149092,133.8869949292101,133.9256553669182,133.9643266310647,134.0030087246812,134.0417016508004,134.0804054124559,134.1191200126821,134.1578454545142,134.1965817409882,134.2353288751412,134.2740868600108,134.3128556986356,134.3516353940553,134.39042594931,134.4292273674411,134.4680396514904,134.5068628045009,134.5456968295163,134.5845417295812,134.6233975077411,134.6622641670423,134.7011417105318,134.7400301412577,134.7789294622689,134.817839676615,134.8567607873466,134.8956927975152,134.934635710173,134.973589528373,135.0125542551694,135.0515298936169,135.0905164467712,135.1295139176889,135.1685223094273,135.2075416250448,135.2465718676004,135.2856130401541,135.3246651457669,135.3637281875002,135.4028021684167,135.4418870915798,135.4809829600536,135.5200897769035,135.5592075451952,135.5983362679957,135.6374759483727,135.6766265893947,135.7157881941311,135.7549607656521,135.794141563797,135.8333333333333
5,131.1343766637381,131.1724996264188,131.2106332650236,131.2487775825423,131.2869325819653,131.325098266284,131.3632746384907,131.4014617015783,131.4396594585408,131.4778679123727,131.5160870660697,131.5543169226281,131.5925574850452,131.630808756319,131.6690707394484,131.7073434374331,131.7456268532738,131.7839209899719,131.8222258505296,131.86054143795,131.8988677552371,131.9372048053956,131.9755525914312,132.0139111163503,132.0522803831603,132.0906603948692,132.1290511544861,132.1674526650209,132.2058649294841,132.2442879508874,132.2827217322431,132.3211662765643,132.3596215868652,132.3980876661607,132.4365645174664,132.4750521437989,132.5135505481759,132.5520597336153,132.5905797031365,132.6291104597593,132.6676520065045,132.7062043463939,132.74476748245,132.783341417696,132.8219261551561,132.8605216978556,132.8991280488201,132.9377452110765,132.9763731876523,133.015011981576,133.0536615958769,133.0923220335851,133.1309932977314,133.1696753913479,133.2083683174672,133.2470720791227,133.2857866793489,133.324512121181,133.363248407655,133.401995541808,133.4407535266776,133.4795223653025,133.5183020607221,133.5570926159768,133.5958940341078,133.6347063181571,133.6735294711676,133.712363496183,133.7512083962479,133.7900641744077,133.8289308337089,133.8678083771984,133.9066968079243,133.9455961289355,133.9845063432816,134.0234274540132,134.0623594641818,134.1013023768395,134.1402561950396,134.179220921836,134.2181965602835,134.2571831134378,134.2961805843555,134.3351889760939,134.3742082917115,134.4132385342671,134.4522797068208,134.4913318124335,134.5303948541669,134.5694688350834,134.6085537582464,134.6476496267203,134.6867564435702,134.725874211862,134.7650029346625,134.8041426150394,134.8432932560613,134.8824548607977,134.9216274323187,134.9608082304636,135
5.833333333333334,130.3010433304052,130.3391662930858,130.3772999316906,130.4154442492093,130.4535992486323,130.4917649329511,130.5299413051577,130.5681283682453,130.6063261252078,130.6445345790397,130.6827537327367,130.7209835892951,130.7592241517122,130.797475422986,130.8357374061154,130.8740101041003,130.9122935199409,130.950587656639,130.9888925171967,131.0272081046171,131.0655344219041,131.1038714720626,131.1422192580982,131.1805777830172,131.2189470498272,131.2573270615361,131.295717821153,131.3341193316877,131.3725315961509,131.4109546175542,131.4493883989098,131.487832943231,131.5262882535319,131.5647543328274,131.6032311841331,131.6417188104657,131.6802172148425,131.718726400282,131.7572463698031,131.7957771264259,131.8343186731712,131.8728710130606,131.9114341491166,131.9500080843627,131.9885928218229,132.0271883645223,132.0657947154869,132.1044118777432,132.1430398543191,132.1816786482428,132.2203282625436,132.2589887002517,132.2976599643982,132.3363420580146,132.3750349841338,132.4137387457893,132.4524533460155,132.4911787878476,132.5299150743216,132.5686622084745,132.6074201933441,132.646189031969,132.6849687273886,132.7237592826434,132.7625607007744,132.8013729848237,132.8401961378342,132.8790301628496,132.9178750629146,132.9567308410745,132.9955975003756,133.0344750438651,133.0733634745911,133.1122627956022,133.1511730099483,133.19009412068,133.2290261308485,133.2679690435062,133.3069228617063,133.3458875885026,133.3848632269501,133.4238497801045,133.4628472510222,133.5018556427606,133.5408749583781,133.5799052009337,133.6189463734875,133.6579984791002,133.6970615208335,133.73613550175,133.7752204249131,133.814316293387,133.8534231102368,133.8925408785286,133.9316696013291,133.970809281706,134.009959922728,134.0491215274643,134.0882940989854,134.1274748971303,134.1666666666667
6.666666666666667,129.4677099970717,129.5058329597523,129.5439665983571,129.5821109158758,129.6202659152988,129.6584315996176,129.6966079718242,129.7347950349118,129.7729927918742,129.8112012457062,129.8494203994031,129.8876502559615,129.9258908183786,129.9641420896524,130.0024040727818,130.0406767707666,130.0789601866073,130.1172543233054,130.155559183863,130.1938747712834,130.2322010885705,130.270538138729,130.3088859247645,130.3472444496836,130.3856137164936,130.4239937282025,130.4623844878195,130.5007859983542,130.5391982628174,130.5776212842207,130.6160550655763,130.6544996098975,130.6929549201984,130.7314209994938,130.7698978507995,130.8083854771321,130.846883881509,130.8853930669485,130.9239130364696,130.9624437930924,131.0009853398377,131.0395376797271,131.0781008157832,131.1166747510292,131.1552594884894,131.1938550311888,131.2324613821534,131.2710785444098,131.3097065209856,131.3483453149093,131.3869949292101,131.4256553669182,131.4643266310646,131.5030087246811,131.5417016508003,131.5804054124558,131.619120012682,131.6578454545141,131.6965817409881,131.7353288751411,131.7740868600106,131.8128556986356,131.8516353940553,131.89042594931,131.929227367441,131.9680396514903,132.0068628045008,132.0456968295163,132.0845417295812,132.1233975077411,132.1622641670422,132.2011417105318,132.2400301412577,132.2789294622688,132.317839676615,132.3567607873466,132.3956927975151,132.4346357101729,132.4735895283729,132.5125542551693,132.5515298936168,132.5905164467711,132.6295139176888,132.6685223094273,132.7075416250448,132.7465718676005,132.7856130401542,132.8246651457669,132.8637281875002,132.9028021684167,132.9418870915798,132.9809829600536,133.0200897769035,133.0592075451952,133.0983362679957,133.1374759483727,133.1766265893946,133.215788194131,133.254960765652,133.294141563797,133.3333333333333
7.5,128.6343766637386,128.6724996264192,128.710633265024,128.7487775825426,128.7869325819656,128.8250982662844,128.8632746384911,128.9014617015787,128.9396594585411,128.9778679123731,129.0160870660701,129.0543169226285,129.0925574850455,129.1308087563193,129.1690707394488,129.2073434374335,129.2456268532742,129.2839209899723,129.3222258505299,129.3605414379504,129.3988677552374,129.4372048053959,129.4755525914314,129.5139111163505,129.5522803831605,129.5906603948694,129.6290511544863,129.667452665021,129.7058649294842,129.7442879508875,129.7827217322431,129.8211662765643,129.8596215868652,129.8980876661606,129.9365645174663,129.9750521437989,130.0135505481758,130.0520597336152,130.0905797031364,130.1291104597592,130.1676520065045,130.2062043463939,130.24476748245,130.283341417696,130.3219261551562,130.3605216978556,130.3991280488201,130.4377452110765,130.4763731876523,130.515011981576,130.5536615958769,130.592322033585,130.6309932977314,130.6696753913478,130.7083683174671,130.7470720791226,130.7857866793487,130.8245121211808,130.8632484076549,130.9019955418078,130.9407535266774,130.9795223653022,131.0183020607219,131.0570926159766,131.0958940341077,131.134706318157,131.1735294711675,131.2123634961829,131.2512083962478,131.2900641744077,131.3289308337089,131.3678083771984,131.4066968079243,131.4455961289355,131.4845063432817,131.5234274540133,131.5623594641818,131.6013023768396,131.6402561950397,131.679220921836,131.7181965602835,131.7571831134378,131.7961805843555,131.835188976094,131.8742082917115,131.9132385342671,131.9522797068209,131.9913318124336,132.0303948541669,132.0694688350834,132.1085537582465,132.1476496267204,132.1867564435702,132.225874211862,132.2650029346624,132.3041426150394,132.3432932560613,132.3824548607977,132.4216274323187,132.4608082304637,132.5
